,Transaction date,Transaction type,Num,Customer full name,Vendor,Memo/Description,Cleared,Amount
,01/29/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-D5T0S1I6L4H7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,604.96
,01/29/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-D5T0S1I6L4H7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,604.96
281,,,,,,,,
,01/30/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-J6V5Q2W8I8V1           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,13483.55
,01/30/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-J6V5Q2W8I8V1           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,13483.55
283,,,,,,,,
,01/30/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:U85UQVFYKVO8UUF           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,78.22
,01/30/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:U85UQVFYKVO8UUF           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,78.22
284,,,,,,,,
,01/30/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:4A6NDJFT8X4KVMF           INDN:Rick's Tackle Outlet    CO ID:XXXXX98000 CCD,Reconciled,74.43
,01/30/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:4A6NDJFT8X4KVMF           INDN:Rick's Tackle Outlet    CO ID:XXXXX98000 CCD,,74.43
286,,,,,,,,
,01/30/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-P7V7P9Q7H2I1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,436.25
,01/30/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-P7V7P9Q7H2I1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,436.25
287,,,,,,,,
,01/30/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX98237422             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,4195.35
,01/30/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX98237422             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,4195.35
313,,,,,,,,
,01/31/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-C5O4V8Q8B3R0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,1775.03
,01/31/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-C5O4V8Q8B3R0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,1775.03
316,,,,,,,,
,01/31/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-Q0B0Q7U2A8W2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1322.06
,01/31/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-Q0B0Q7U2A8W2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1322.06
308,,,,,,,,
,02/01/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-Q2T0D0M8N8Q0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,4044.24
,02/01/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-Q2T0D0M8N8Q0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,4044.24
310,,,,,,,,
,02/01/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:8E3S3ITSPHO6UHH           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,58.24
,02/01/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:8E3S3ITSPHO6UHH           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,58.24
312,,,,,,,,
,02/01/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-J5J4U5W8Q9G9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,280.84
,02/01/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-J5J4U5W8Q9G9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,280.84
321,,,,,,,,
,02/02/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Y6U5H8V6H6Q0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,34.33
,02/02/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Y6U5H8V6H6Q0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,34.33
322,,,,,,,,
,02/02/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-X4D4P3L0H5K6           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,3928.82
,02/02/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-X4D4P3L0H5K6           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,3928.82
360,,,,,,,,
,02/05/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:CG4C86QR3JNP1A3           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,49.12
,02/05/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:CG4C86QR3JNP1A3           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,49.12
361,,,,,,,,
,02/05/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-B3Y3K1T7J0H4           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,1733.3
,02/05/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-B3Y3K1T7J0H4           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,1733.3
354,,,,,,,,
,02/06/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:RBSXLXLD8O4N8B8           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,48.53
,02/06/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:RBSXLXLD8O4N8B8           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,48.53
355,,,,,,,,
,02/06/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-Z4P7P7Q9O2J9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,5136.85
,02/06/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-Z4P7P7Q9O2J9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,5136.85
356,,,,,,,,
,02/06/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-P3W2C0Q8B7R8           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,68.6
,02/06/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-P3W2C0Q8B7R8           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,68.6
359,,,,,,,,
,02/06/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX46916548             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,4420.22
,02/06/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX46916548             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,4420.22
368,,,,,,,,
,02/07/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-T5U3V2B6Q4D1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,399
,02/07/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-T5U3V2B6Q4D1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,399
369,,,,,,,,
,02/07/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Z3E9F8S8G1K0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2684.24
,02/07/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Z3E9F8S8G1K0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2684.24
373,,,,,,,,
,02/07/2024,Deposit,,,,CHASE CREDIT CRD DES:RWRD RDM   ID:3eXXXXX49656006           INDN:PATRI RICHARD           CO ID:XXXXX40001 PPD,Reconciled,1102.66
,02/07/2024,Deposit,,,,CHASE CREDIT CRD DES:RWRD RDM   ID:3eXXXXX49656006           INDN:PATRI RICHARD           CO ID:XXXXX40001 PPD,,1102.66
374,,,,,,,,
,02/08/2024,Deposit,,,,AMAZON.CM5YPKWD5 DES:PAYMENTS   ID:3GV0DZCGV7O90I1           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,Reconciled,7.73
,02/08/2024,Deposit,,,,AMAZON.CM5YPKWD5 DES:PAYMENTS   ID:3GV0DZCGV7O90I1           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,,7.73
375,,,,,,,,
,02/08/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-Z6W1D4I4W2D8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,13862.61
,02/08/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-Z6W1D4I4W2D8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,13862.61
376,,,,,,,,
,02/08/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-C3D7K1V9D1M3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,11938.48
,02/08/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-C3D7K1V9D1M3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,11938.48
387,,,,,,,,
,02/09/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-E0S2M2A9T4H5           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,4897.09
,02/09/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-E0S2M2A9T4H5           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,4897.09
388,,,,,,,,
,02/09/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-G5W0G5D5G3R5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1148.11
,02/09/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-G5W0G5D5G3R5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1148.11
404,,,,,,,,
,02/12/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-F8M4V7L0A0P0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,3810.42
,02/12/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-F8M4V7L0A0P0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,3810.42
405,,,,,,,,
,02/12/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-B1Z8W2C2E6W2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,997.42
,02/12/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-B1Z8W2C2E6W2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,997.42
408,,,,,,,,
,02/13/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-S5S5H1Z0K6W0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,754.81
,02/13/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-S5S5H1Z0K6W0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,754.81
409,,,,,,,,
,02/13/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y7L8Y4O8J6V1           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,10358.7
,02/13/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y7L8Y4O8J6V1           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,10358.7
431,,,,,,,,
,02/13/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX87996077             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,6804.84
,02/13/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX87996077             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,6804.84
432,,,,,,,,
,02/13/2024,Deposit,,,,SHOPPAYINST AFRM DES:AutoPay    ID:CZDJ28D90MG3R57           INDN:MONSTERBASS             CO ID:394440     CCD,Reconciled,364.94
,02/13/2024,Deposit,,,,SHOPPAYINST AFRM DES:AutoPay    ID:CZDJ28D90MG3R57           INDN:MONSTERBASS             CO ID:394440     CCD,,364.94
412,,,,,,,,
,02/14/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-G4H0T3H3J2H5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,2524.35
,02/14/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-G4H0T3H3J2H5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,2524.35
414,,,,,,,,
,02/14/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-V1C1L8V7K0X6           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2613.52
,02/14/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-V1C1L8V7K0X6           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2613.52
426,,,,,,,,
,02/15/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-M7V4V6A8M8F5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1595.87
,02/15/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-M7V4V6A8M8F5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1595.87
427,,,,,,,,
,02/15/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-U9R6Q4S2F6Q9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2131.22
,02/15/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-U9R6Q4S2F6Q9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2131.22
428,,,,,,,,
,02/15/2024,Deposit,,,,FACEBOOK INC     DES:BDFPH8IS4D ID:BDFPH8IS4D                INDN:OUTDOOR PLAYGROUND      CO ID:HXXXXX5019 CCD           PMT INFO:RMR*IK*FACEBOOK PAYOUT BDFPH8IS4D\,Reconciled,6.98
,02/15/2024,Deposit,,,,FACEBOOK INC     DES:BDFPH8IS4D ID:BDFPH8IS4D                INDN:OUTDOOR PLAYGROUND      CO ID:HXXXXX5019 CCD           PMT INFO:RMR*IK*FACEBOOK PAYOUT BDFPH8IS4D\,,-6.98
434,,,,,,,,
,02/16/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-M5B4K8J3R7T9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,3649.21
,02/16/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-M5B4K8J3R7T9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,3649.21
435,,,,,,,,
,02/16/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-A7W1B5T3A2X5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,629.01
,02/16/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-A7W1B5T3A2X5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,629.01
439,,,,,,,,
,02/16/2024,Deposit,,,Maximus Outdoors,Online Banking transfer from CHK 1108                       Confirmation# XXXXX21375,Reconciled,75000
,02/16/2024,Deposit,,,Maximus Outdoors,Online Banking transfer from CHK 1108                       Confirmation# XXXXX21375,Uncleared,75000
440,,,,,,,,
,02/16/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:QGF8CER11T72GCU           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,111.68
,02/16/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:QGF8CER11T72GCU           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,111.68
446,,,,,,,,
,02/20/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-O4E8U4B4F7K2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1200.4
,02/20/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-O4E8U4B4F7K2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1200.4
447,,,,,,,,
,02/20/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-V0X0D5O1V5M8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,4967.08
,02/20/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-V0X0D5O1V5M8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,4967.08
448,,,,,,,,
,02/20/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX27294224             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,4461.86
,02/20/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX27294224             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,4461.86
455,,,,,,,,
,02/21/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-J9V2V5S8D8M5           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,11617.72
,02/21/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-J9V2V5S8D8M5           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,11617.72
457,,,,,,,,
,02/21/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Z5D0L8Q1Q5C6           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,508.34
,02/21/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Z5D0L8Q1Q5C6           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,508.34
468,,,,,,,,
,02/21/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:13RYCWPDYZLVJXA           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,64.96
,02/21/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:13RYCWPDYZLVJXA           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,64.96
456,,,,,,,,
,02/22/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Q1H6K0G4J7V4           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2879.6
,02/22/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Q1H6K0G4J7V4           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2879.6
459,,,,,,,,
,02/22/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-J4T7K8I5C1R0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,3174.47
,02/22/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-J4T7K8I5C1R0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,3174.47
454,,,,,,,,
,02/23/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-C9J1W9O9W0O2           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,275.22
,02/23/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-C9J1W9O9W0O2           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,275.22
458,,,,,,,,
,02/23/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-T6Y6J8W6Y5N0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,500.53
,02/23/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-T6Y6J8W6Y5N0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,500.53
460,,,,,,,,
,02/23/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-H5G4P0Y7W0J9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,3909.28
,02/23/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-H5G4P0Y7W0J9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,3909.28
472,,,,,,,,
,02/26/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-S2G4P9B5J7I2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,502.57
,02/26/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-S2G4P9B5J7I2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,502.57
474,,,,,,,,
,02/26/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-E9E9M9V6H7X8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2555.11
,02/26/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-E9E9M9V6H7X8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2555.11
479,,,,,,,,
,02/27/2024,Deposit,,,,SHOPPAYINST AFRM DES:AutoPay    ID:1W1UDZNO2GW7H15           INDN:MONSTERBASS             CO ID:394440     CCD,Reconciled,204.79
,02/27/2024,Deposit,,,,SHOPPAYINST AFRM DES:AutoPay    ID:1W1UDZNO2GW7H15           INDN:MONSTERBASS             CO ID:394440     CCD,,204.79
480,,,,,,,,
,02/27/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX63969865             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,3893.81
,02/27/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX63969865             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,3893.81
481,,,,,,,,
,02/27/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-J5E8W3N1Y5V3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,11401.96
,02/27/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-J5E8W3N1Y5V3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,11401.96
482,,,,,,,,
,02/27/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-I3Q2I0K4Y9N4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,361.5
,02/27/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-I3Q2I0K4Y9N4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,361.5
483,,,,,,,,
,02/27/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:NZS8LEI0CVRWULM           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,174.77
,02/27/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:NZS8LEI0CVRWULM           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,174.77
490,,,,,,,,
,02/28/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-F7J9E6T3F8Y3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,5767.41
,02/28/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-F7J9E6T3F8Y3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,5767.41
491,,,,,,,,
,02/28/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-U3R7Y9D5I6L0           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,79.05
,02/28/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-U3R7Y9D5I6L0           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,79.05
492,,,,,,,,
,02/28/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-W9C1X8O1J9U4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1429.68
,02/28/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-W9C1X8O1J9U4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1429.68
498,,,,,,,,
,02/28/2024,Deposit,,,,"WIRE TYPE:WIRE IN DATE: 240228 TIME:1019 ET                 TRN:XXXXXXXXXX324984 SEQ:XXXXXXXXXX070649/008152            ORIG:PLASTIQ C ID:O FINXERA SND BK:WELLS FARGO BAN          K, NA ID:XXXXX0248 PMT DET:FXXXXX6996 INVOICE 5279          98 SGES LLC DBA WARRIORS INVOICE 527998",Reconciled,1840.9
,02/28/2024,Deposit,,,,"WIRE TYPE:WIRE IN DATE: 240228 TIME:1019 ET                 TRN:XXXXXXXXXX324984 SEQ:XXXXXXXXXX070649/008152            ORIG:PLASTIQ C ID:O FINXERA SND BK:WELLS FARGO BAN          K, NA ID:XXXXX0248 PMT DET:FXXXXX6996 INVOICE 5279          98 SGES LLC DBA WARRIORS INVOICE 527998",,1840.9
495,,,,,,,,
,02/29/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-D1B9F4H1L0V5           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,4022.58
,02/29/2024,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-D1B9F4H1L0V5           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,4022.58
496,,,,,,,,
,02/29/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-O2B6B1Q3U7M6           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,228.91
,02/29/2024,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-O2B6B1Q3U7M6           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,228.91
509,,,,,,,,
,03/01/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Q2E1R6D7T2F9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1110.41
,03/01/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Q2E1R6D7T2F9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1110.41
511,,,,,,,,
,03/01/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-H6K9L1T8U4L8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,65.69
,03/01/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-H6K9L1T8U4L8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,65.69
512,,,,,,,,
